#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP040530.1",201,1613,"+",60923313,"dnaA","FE838_RS00195","WP_008759760.1",470,"MULTISPECIES: chromosomal replication initiator protein DnaA"
"chromosome","NZ_CP040530.1",1699,2436,"-",60923314,,"FE838_RS00200","WP_008763940.1",245,"MULTISPECIES: NADPH-dependent oxidoreductase"
"chromosome","NZ_CP040530.1",2721,5258,"+",60923315,,"FE838_RS00205","WP_105100225.1",845,"adenosylcobalamin-dependent ribonucleoside-diphosphate reductase"
"chromosome","NZ_CP040530.1",5390,8071,"+",60923316,,"FE838_RS00210","WP_011108155.1",893,"4-alpha-glucanotransferase"
"chromosome","NZ_CP040530.1",8284,9297,"+",60923317,,"FE838_RS00215","WP_008763942.1",337,"acyltransferase"
"chromosome","NZ_CP040530.1",9392,10363,"+",60923318,,"FE838_RS00220","WP_008759755.1",323,"MULTISPECIES: glycosyltransferase family 4 protein"
"chromosome","NZ_CP040530.1",10507,10875,"+",60923319,"folB","FE838_RS00225","WP_008759754.1",122,"MULTISPECIES: dihydroneopterin aldolase"
"chromosome","NZ_CP040530.1",11205,11729,"-",60923320,,"FE838_RS00230","WP_008759753.1",174,"MULTISPECIES: methylglyoxal synthase"
"chromosome","NZ_CP040530.1",11734,12762,"-",60923321,,"FE838_RS00235","WP_008759752.1",342,"MULTISPECIES: glycosyltransferase family 2 protein"
"chromosome","NZ_CP040530.1",12765,13658,"-",60923322,,"FE838_RS00240","WP_008759751.1",297,"MULTISPECIES: acetyltransferase"
"chromosome","NZ_CP040530.1",13648,14979,"-",60923323,"mtaB","FE838_RS00245","WP_008763943.1",443,"MULTISPECIES: tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB"
"chromosome","NZ_CP040530.1",15089,16762,"+",60923324,,"FE838_RS00250","WP_008759749.1",557,"long-chain fatty acid--CoA ligase"
"chromosome","NZ_CP040530.1",16922,17143,"+",60923325,,"FE838_RS00255","WP_008763944.1",73,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",17212,18126,"-",60923326,,"FE838_RS00260","WP_008763945.1",304,"MULTISPECIES: sugar phosphate isomerase/epimerase"
"chromosome","NZ_CP040530.1",18266,19138,"-",60923327,,"FE838_RS00265","WP_008763946.1",290,"DUF1080 domain-containing protein"
"chromosome","NZ_CP040530.1",19191,20666,"-",60923328,,"FE838_RS00270","WP_008763947.1",491,"Gfo/Idh/MocA family oxidoreductase"
"chromosome","NZ_CP040530.1",20674,21792,"-",60923329,,"FE838_RS00275","WP_008763948.1",372,"Gfo/Idh/MocA family oxidoreductase"
"chromosome","NZ_CP040530.1",22045,23691,"-",60923330,,"FE838_RS00280","WP_032840466.1",548,"DUF6377 domain-containing protein"
"chromosome","NZ_CP040530.1",23772,24215,"-",60923331,"rplI","FE838_RS00285","WP_008759741.1",147,"MULTISPECIES: 50S ribosomal protein L9"
"chromosome","NZ_CP040530.1",24230,24502,"-",60923332,"rpsR","FE838_RS00290","WP_008759740.1",90,"MULTISPECIES: 30S ribosomal protein S18"
"chromosome","NZ_CP040530.1",24505,24849,"-",60923333,"rpsF","FE838_RS00295","WP_008759739.1",114,"MULTISPECIES: 30S ribosomal protein S6"
"chromosome","NZ_CP040530.1",25010,25456,"+",60923334,,"FE838_RS00300","WP_008759738.1",148,"MULTISPECIES: MarR family transcriptional regulator"
"chromosome","NZ_CP040530.1",25596,25772,"+",60923335,,"FE838_RS00305","WP_008759737.1",58,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",25848,26549,"-",60923336,,"FE838_RS00310","WP_005678712.1",233,"MULTISPECIES: response regulator transcription factor"
"chromosome","NZ_CP040530.1",26551,28098,"-",60923337,,"FE838_RS00315","WP_008759736.1",515,"MULTISPECIES: HAMP domain-containing histidine kinase"
"chromosome","NZ_CP040530.1",28364,30520,"-",60923338,,"FE838_RS00320","WP_008763951.1",718,"MULTISPECIES: elongation factor G"
"chromosome","NZ_CP040530.1",30778,31908,"+",60923339,"hemW","FE838_RS00325","WP_008763952.1",376,"MULTISPECIES: radical SAM family heme chaperone HemW"
"chromosome","NZ_CP040530.1",31928,32476,"+",60923340,,"FE838_RS00330","WP_008763953.1",182,"MULTISPECIES: RNA polymerase sigma-70 factor"
"chromosome","NZ_CP040530.1",32611,33045,"+",60923341,,"FE838_RS00335","WP_008763954.1",144,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",33070,33942,"+",60923342,,"FE838_RS00340","WP_008763955.1",290,"MULTISPECIES: FecR domain-containing protein"
"chromosome","NZ_CP040530.1",33948,36641,"+",60923343,,"FE838_RS00345","WP_008763956.1",897,"MULTISPECIES: TonB-dependent receptor"
"chromosome","NZ_CP040530.1",36648,37661,"+",60923344,,"FE838_RS00350","WP_008763957.1",337,"MULTISPECIES: DUF4249 domain-containing protein"
"chromosome","NZ_CP040530.1",37690,38367,"-",60923345,,"FE838_RS00355","WP_008763958.1",225,"MULTISPECIES: ATP-binding cassette domain-containing protein"
"chromosome","NZ_CP040530.1",38846,39133,"+",60923346,,"FE838_RS00360","WP_008763960.1",95,"MULTISPECIES: LysO family transporter"
"chromosome","NZ_CP040530.1",39130,39738,"+",60923347,,"FE838_RS00365","WP_008759728.1",202,"MULTISPECIES: lysine exporter LysO family protein"
"chromosome","NZ_CP040530.1",40031,40387,"+",60923348,,"FE838_RS00370","WP_008763961.1",118,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",40517,41581,"-",60923349,,"FE838_RS00375","WP_008763962.1",354,"MULTISPECIES: DUF2027 domain-containing protein"
"chromosome","NZ_CP040530.1",41708,42403,"+",60923350,,"FE838_RS00380","WP_008763963.1",231,"MULTISPECIES: HAD family hydrolase"
"chromosome","NZ_CP040530.1",42444,43217,"-",60923351,,"FE838_RS00385","WP_008763964.1",257,"MULTISPECIES: LuxR C-terminal-related transcriptional regulator"
"chromosome","NZ_CP040530.1",43305,43970,"+",60923352,,"FE838_RS00390","WP_008763965.1",221,"MULTISPECIES: DUF1349 domain-containing protein"
"chromosome","NZ_CP040530.1",44375,45430,"-",60923353,,"FE838_RS00395","WP_008763966.1",351,"MULTISPECIES: winged helix DNA-binding domain-containing protein"
"chromosome","NZ_CP040530.1",45625,46119,"+",60923354,,"FE838_RS00400","WP_008763967.1",164,"MULTISPECIES: RNA polymerase sigma factor"
"chromosome","NZ_CP040530.1",46106,46696,"+",60923355,,"FE838_RS00405","WP_008763968.1",196,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",46740,47969,"+",60923356,"aroA","FE838_RS00410","WP_162303115.1",409,"MULTISPECIES: 3-phosphoshikimate 1-carboxyvinyltransferase"
"chromosome","NZ_CP040530.1",47983,48552,"+",60923357,,"FE838_RS00415","WP_008763969.1",189,"MULTISPECIES: Crp/Fnr family transcriptional regulator"
"chromosome","NZ_CP040530.1",48627,49343,"+",60923358,,"FE838_RS00420","WP_008763970.1",238,"MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase"
"chromosome","NZ_CP040530.1",49367,50365,"-",60923359,,"FE838_RS00425","WP_008763971.1",332,"MULTISPECIES: M20/M25/M40 family metallo-hydrolase"
"chromosome","NZ_CP040530.1",54129,55583,"-",60923361,,"FE838_RS00435","WP_008763973.1",484,"MULTISPECIES: alpha-L-fucosidase"
"chromosome","NZ_CP040530.1",55610,57283,"-",60923362,,"FE838_RS00440","WP_008763974.1",557,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",57301,58251,"-",60923363,,"FE838_RS00445","WP_011108162.1",316,"DUF1735 domain-containing protein"
"chromosome","NZ_CP040530.1",58304,60046,"-",60923364,,"FE838_RS00450","WP_008763976.1",580,"MULTISPECIES: RagB/SusD family nutrient uptake outer membrane protein"
"chromosome","NZ_CP040530.1",60075,63437,"-",60923365,,"FE838_RS00455","WP_008763977.1",1120,"MULTISPECIES: TonB-dependent receptor"
"chromosome","NZ_CP040530.1",63633,64601,"-",60923366,,"FE838_RS00460","WP_011108163.1",322,"MULTISPECIES: FecR domain-containing protein"
"chromosome","NZ_CP040530.1",65003,65584,"-",60923367,,"FE838_RS00465","WP_011108164.1",193,"RNA polymerase sigma-70 factor"
"chromosome","NZ_CP040530.1",65733,68009,"-",60923368,,"FE838_RS00470","WP_011108165.1",758,"GH92 family glycosyl hydrolase"
"chromosome","NZ_CP040530.1",68112,70016,"-",60923369,,"FE838_RS00475","WP_011108166.1",634,"hypothetical protein"
"chromosome","NZ_CP040530.1",70035,71678,"-",60923370,,"FE838_RS00480","WP_011108167.1",547,"RagB/SusD family nutrient uptake outer membrane protein"
"chromosome","NZ_CP040530.1",71693,74683,"-",60923371,,"FE838_RS00485","WP_011108168.1",996,"TonB-dependent receptor"
"chromosome","NZ_CP040530.1",74706,75770,"-",60923372,,"FE838_RS00490","WP_172461666.1",354,"MULTISPECIES: LamG domain-containing protein"
"chromosome","NZ_CP040530.1",75905,78478,"-",60923373,,"FE838_RS00495","WP_011108170.1",857,"hypothetical protein"
"chromosome","NZ_CP040530.1",78814,79239,"+",60923374,,"FE838_RS00500","WP_008763987.1",141,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",79349,80158,"+",60923375,,"FE838_RS00505","WP_008759703.1",269,"MULTISPECIES: metal ABC transporter permease"
"chromosome","NZ_CP040530.1",80173,80586,"+",60923376,"tsaE","FE838_RS00510","WP_008759702.1",137,"MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE"
"chromosome","NZ_CP040530.1",80583,80807,"+",60923377,,"FE838_RS00515","WP_008759701.1",74,"MULTISPECIES: immunity 17 family protein"
"chromosome","NZ_CP040530.1",80883,81176,"+",60923378,,"FE838_RS00520","WP_008759700.1",97,"MULTISPECIES: nucleotidyltransferase family protein"
"chromosome","NZ_CP040530.1",81160,81537,"+",60923379,,"FE838_RS00525","WP_008759699.1",125,"MULTISPECIES: DUF86 domain-containing protein"
"chromosome","NZ_CP040530.1",81532,82842,"-",60923380,,"FE838_RS00530","WP_011108171.1",436,"DUF58 domain-containing protein"
"chromosome","NZ_CP040530.1",82902,83876,"-",60923381,,"FE838_RS00535","WP_011108172.1",324,"MoxR family ATPase"
"chromosome","NZ_CP040530.1",83888,85162,"-",60923382,,"FE838_RS00540","WP_008763991.1",424,"MULTISPECIES: DUF4350 domain-containing protein"
"chromosome","NZ_CP040530.1",85159,85773,"-",60923383,,"FE838_RS00545","WP_008763992.1",204,"MULTISPECIES: DUF4129 domain-containing protein"
"chromosome","NZ_CP040530.1",85794,86726,"-",60923384,,"FE838_RS00550","WP_008759694.1",310,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",86707,87669,"-",60923385,,"FE838_RS00555","WP_011108173.1",320,"MULTISPECIES: stage II sporulation protein M"
"chromosome","NZ_CP040530.1",87867,89252,"-",60923386,,"FE838_RS00560","WP_011108174.1",461,"C10 family peptidase"
"chromosome","NZ_CP040530.1",89265,89663,"-",60923387,,"FE838_RS00565","WP_008759691.1",132,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",89668,91077,"-",60923388,,"FE838_RS00570","WP_011108175.1",469,"C10 family peptidase"
"chromosome","NZ_CP040530.1",91134,92408,"-",60923389,,"FE838_RS00575","WP_011108176.1",424,"C10 family peptidase"
"chromosome","NZ_CP040530.1",92423,92833,"-",60923390,,"FE838_RS00580","WP_011108177.1",136,"DUF3244 domain-containing protein"
"chromosome","NZ_CP040530.1",93080,94243,"+",60923391,,"FE838_RS00585","WP_011108005.1",387,"IS4 family transposase"
"chromosome","NZ_CP040530.1",94288,96075,"-",60923392,,"FE838_RS00590","WP_011108178.1",595,"hypothetical protein"
"chromosome","NZ_CP040530.1",96177,96902,"+",60923393,,"FE838_RS00595","WP_011108179.1",241,"RDD family protein"
"chromosome","NZ_CP040530.1",96912,97517,"-",60923394,,"FE838_RS00600","WP_011108180.1",201,"DsbA family protein"
"chromosome","NZ_CP040530.1",97826,98671,"+",60923395,,"FE838_RS00605","WP_011108181.1",281,"AraC family transcriptional regulator"
"chromosome","NZ_CP040530.1",98740,99207,"+",60923396,,"FE838_RS00610","WP_011108182.1",155,"DUF4405 domain-containing protein"
"chromosome","NZ_CP040530.1",99291,99626,"-",60923397,,"FE838_RS00615","WP_008759609.1",111,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",99670,99984,"-",60923398,"trxA","FE838_RS00620","WP_008759608.1",104,"MULTISPECIES: thioredoxin"
"chromosome","NZ_CP040530.1",100053,103856,"-",60923399,"dnaE","FE838_RS00625","WP_011108183.1",1267,"DNA polymerase III subunit alpha"
"chromosome","NZ_CP040530.1",104018,104704,"+",60923400,,"FE838_RS00630","WP_008759606.1",228,"MULTISPECIES: phosphatidylserine decarboxylase family protein"
"chromosome","NZ_CP040530.1",104715,105422,"+",60923401,"pssA","FE838_RS00635","WP_008759605.1",235,"MULTISPECIES: CDP-diacylglycerol--serine O-phosphatidyltransferase"
"chromosome","NZ_CP040530.1",105489,105788,"+",60923402,,"FE838_RS00640","WP_008764000.1",99,"MULTISPECIES: DUF4834 family protein"
"chromosome","NZ_CP040530.1",105843,106283,"-",60923403,,"FE838_RS00645","WP_008759603.1",146,"MULTISPECIES: nucleoside deaminase"
"chromosome","NZ_CP040530.1",106286,106519,"-",60923404,,"FE838_RS00650","WP_008759602.1",77,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP040530.1",106587,106952,"+",60923405,,"FE838_RS00655","WP_008764002.1",121,"MULTISPECIES: YraN family protein"
"chromosome","NZ_CP040530.1",107003,107359,"+",60923406,,"FE838_RS00660","WP_008764003.1",118,"MULTISPECIES: MmcQ/YjbR family DNA-binding protein"
"chromosome","NZ_CP040530.1",107343,108107,"+",60923407,,"FE838_RS00665","WP_016268654.1",254,"biotin-"
"chromosome","NZ_CP040530.1",108174,109871,"+",60923408,,"FE838_RS00670","WP_011108185.1",565,"S41 family peptidase"
"chromosome","NZ_CP040530.1",109913,110596,"-",60923409,,"FE838_RS00675","WP_011108186.1",227,"MULTISPECIES: tetratricopeptide repeat protein"
"chromosome","NZ_CP040530.1",110708,112027,"+",60923410,,"FE838_RS00680","WP_011108187.1",439,"MULTISPECIES: MATE family efflux transporter"
"chromosome","NZ_CP040530.1",112101,112811,"+",60923411,"pyrH","FE838_RS00685","WP_008759596.1",236,"MULTISPECIES: UMP kinase"
