#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NZ_FNBY01000001.1",1,202,"+",,,"BLR58_RS00005","WP_176944170.1",66,"transposase, partial"
"Un","NZ_FNBY01000001.1",379,2115,"-",,,"BLR58_RS00010","WP_040782526.1",578,"fibronectin-binding domain-containing protein"
"Un","NZ_FNBY01000001.1",2291,3169,"+",,,"BLR58_RS00015","WP_006861252.1",292,"YicC family protein"
"Un","NZ_FNBY01000001.1",3193,3453,"+",,,"BLR58_RS00020","WP_006861251.1",86,"DUF370 domain-containing protein"
"Un","NZ_FNBY01000001.1",3443,4066,"+",,"gmk","BLR58_RS00025","WP_006861250.1",207,"guanylate kinase"
"Un","NZ_FNBY01000001.1",4111,4485,"+",,"rpoZ","BLR58_RS00030","WP_006861249.1",124,"DNA-directed RNA polymerase subunit omega"
"Un","NZ_FNBY01000001.1",4509,5174,"+",,,"BLR58_RS00035","WP_006861248.1",221,"DUF308 domain-containing protein"
"Un","NZ_FNBY01000001.1",5174,6511,"+",,"rimO","BLR58_RS00040","WP_040782603.1",445,"30S ribosomal protein S12 methylthiotransferase RimO"
"Un","NZ_FNBY01000001.1",6495,7031,"+",,"pgsA","BLR58_RS00045","WP_006861246.1",178,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"Un","NZ_FNBY01000001.1",7047,8288,"+",,,"BLR58_RS00050","WP_006861245.1",413,"competence/damage-inducible protein A"
"Un","NZ_FNBY01000001.1",8363,8653,"-",,,"BLR58_RS00055","WP_006861244.1",96,"hypothetical protein"
"Un","NZ_FNBY01000001.1",8663,8986,"-",,,"BLR58_RS00060","WP_143115683.1",107,"hypothetical protein"
"Un","NZ_FNBY01000001.1",9341,9508,"+",,,"BLR58_RS21895","WP_157200722.1",55,"hypothetical protein"
"Un","NZ_FNBY01000001.1",9471,9704,"+",,,"BLR58_RS21520","WP_143115684.1",77,"hypothetical protein"
"Un","NZ_FNBY01000001.1",9701,9952,"-",,,"BLR58_RS00065","WP_006861241.1",83,"hypothetical protein"
"Un","NZ_FNBY01000001.1",10011,11723,"-",,,"BLR58_RS00070","WP_040782518.1",570,"S8 family peptidase"
"Un","NZ_FNBY01000001.1",11871,12758,"+",,,"BLR58_RS00075","WP_006861237.1",295,"S8 family peptidase"
"Un","NZ_FNBY01000001.1",12815,13906,"+",,,"BLR58_RS00080","WP_006861236.1",363,"lactonase family protein"
"Un","NZ_FNBY01000001.1",13992,15092,"-",,"aroC","BLR58_RS00085","WP_006861235.1",366,"chorismate synthase"
"Un","NZ_FNBY01000001.1",15234,16088,"+",,,"BLR58_RS00090","WP_006861234.1",284,"hypothetical protein"
"Un","NZ_FNBY01000001.1",16229,18106,"+",,,"BLR58_RS00095","WP_006861233.1",625,"LTA synthase family protein"
"Un","NZ_FNBY01000001.1",18220,18957,"+",,"nagB","BLR58_RS00100","WP_006861232.1",245,"glucosamine-6-phosphate deaminase"
"Un","NZ_FNBY01000001.1",18991,20127,"+",,"nagA","BLR58_RS00105","WP_006861231.1",378,"N-acetylglucosamine-6-phosphate deacetylase"
"Un","NZ_FNBY01000001.1",20257,21540,"+",,,"BLR58_RS00110","WP_040782601.1",427,"O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase"
"Un","NZ_FNBY01000001.1",21750,23072,"+",,,"BLR58_RS00120","WP_006861229.1",440,"MATE family efflux transporter"
"Un","NZ_FNBY01000001.1",23157,23693,"+",,,"BLR58_RS00125","WP_006861228.1",178,"zf-HC2 domain-containing protein"
"Un","NZ_FNBY01000001.1",23703,26345,"+",,"polA","BLR58_RS00130","WP_006861227.1",880,"DNA polymerase I"
"Un","NZ_FNBY01000001.1",26332,26943,"+",,"coaE","BLR58_RS00135","WP_006861226.1",203,"dephospho-CoA kinase"
"Un","NZ_FNBY01000001.1",26930,27727,"+",,,"BLR58_RS00140","WP_006861225.1",265,"MBL fold metallo-hydrolase"
"Un","NZ_FNBY01000001.1",27770,28042,"+",,,"BLR58_RS00145","WP_006861224.1",90,"ACT domain-containing protein"
"Un","NZ_FNBY01000001.1",28360,29724,"+",,,"BLR58_RS00150","WP_040782595.1",454,"PFL family protein"
"Un","NZ_FNBY01000001.1",30092,31516,"-",,,"BLR58_RS00155","WP_074679791.1",474,"nucleotidyltransferase family protein"
"Un","NZ_FNBY01000001.1",31764,32606,"+",,,"BLR58_RS00160","WP_040782593.1",280,"tyrosine-type recombinase/integrase"
"Un","NZ_FNBY01000001.1",32915,33577,"+",,,"BLR58_RS00165","WP_143115685.1",220,"hypothetical protein"
"Un","NZ_FNBY01000001.1",33594,34343,"+",,,"BLR58_RS00170","WP_006861218.1",249,"Wzz/FepE/Etk N-terminal domain-containing protein"
"Un","NZ_FNBY01000001.1",34357,35037,"+",,,"BLR58_RS00175","WP_006861217.1",226,"CpsD/CapB family tyrosine-protein kinase"
"Un","NZ_FNBY01000001.1",35053,35793,"+",,,"BLR58_RS00180","WP_006861216.1",246,"LytR C-terminal domain-containing protein"
"Un","NZ_FNBY01000001.1",35816,37243,"+",,,"BLR58_RS00185","WP_040782508.1",475,"sugar transferase"
"Un","NZ_FNBY01000001.1",37319,38371,"+",,,"BLR58_RS00190","WP_143115693.1",350,"NAD-dependent epimerase/dehydratase family protein"
"Un","NZ_FNBY01000001.1",38355,39176,"+",,,"BLR58_RS00195","WP_006861213.1",273,"DUF4422 domain-containing protein"
"Un","NZ_FNBY01000001.1",39199,39657,"+",,,"BLR58_RS00200","WP_006861212.1",152,"polysaccharide biosynthesis protein CpsF"
"Un","NZ_FNBY01000001.1",39654,40148,"+",,,"BLR58_RS00205","WP_006861211.1",164,"glycosyl transferase CpsG"
"Un","NZ_FNBY01000001.1",40546,41220,"+",,,"BLR58_RS21900","WP_157200721.1",224,"glycosyltransferase"
"Un","NZ_FNBY01000001.1",41222,42277,"+",,,"BLR58_RS00215","WP_074679797.1",351,"glycosyltransferase"
"Un","NZ_FNBY01000001.1",42490,43581,"+",,,"BLR58_RS00220","WP_157200719.1",363,"O-antigen ligase family protein"
"Un","NZ_FNBY01000001.1",43547,44593,"+",,,"BLR58_RS00225","WP_040782504.1",348,"glycosyltransferase"
"Un","NZ_FNBY01000001.1",44590,45579,"+",,,"BLR58_RS00230","WP_006861205.1",329,"glycosyltransferase family 2 protein"
"Un","NZ_FNBY01000001.1",45579,46523,"+",,,"BLR58_RS00235","WP_006861204.1",314,"glycosyltransferase"
"Un","NZ_FNBY01000001.1",46544,47983,"+",,,"BLR58_RS00240","WP_006861203.1",479,"lipopolysaccharide biosynthesis protein"
"Un","NZ_FNBY01000001.1",48014,49132,"+",,,"BLR58_RS00245","WP_242655327.1",372,"DegT/DnrJ/EryC1/StrS family aminotransferase"
"Un","NZ_FNBY01000001.1",49170,49871,"+",,,"BLR58_RS00250","WP_006861201.1",233,"WbqC family protein"
"Un","NZ_FNBY01000001.1",49895,51160,"+",,,"BLR58_RS00255","WP_040782502.1",421,"ATP-grasp domain-containing protein"
"Un","NZ_FNBY01000001.1",51176,52627,"+",,,"BLR58_RS00260","WP_006861199.1",483,"glycoside hydrolase"
"Un","NZ_FNBY01000001.1",52768,53487,"-",,,"BLR58_RS00265","WP_006861198.1",239,"DUF554 domain-containing protein"
"Un","NZ_FNBY01000001.1",53662,54504,"+",,,"BLR58_RS00270","WP_143115695.1",280,"tyrosine-type recombinase/integrase"
"Un","NZ_FNBY01000001.1",54658,56355,"+",,,"BLR58_RS00275","WP_074679800.1",565,"AAA family ATPase"
"Un","NZ_FNBY01000001.1",56474,57691,"+",,,"BLR58_RS00280","WP_006861194.1",405,"iron-containing alcohol dehydrogenase"
"Un","NZ_FNBY01000001.1",57688,59064,"+",,,"BLR58_RS00285","WP_006861193.1",458,"aldehyde dehydrogenase"
