#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"plasmid pBuniCL03T12-1","NZ_CP072256.1",1,1158,"+",66284189,,"INE75_RS20120","WP_005837459.1",385,"MULTISPECIES: replication initiation protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",2139,2495,"+",66284190,"mobC","INE75_RS20125","WP_007557662.1",118,"MULTISPECIES: plasmid mobilization relaxosome protein MobC"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",2928,4490,"+",66284191,,"INE75_RS20130","WP_032951409.1",520,"MULTISPECIES: relaxase/mobilization nuclease domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",4510,5133,"+",66284192,,"INE75_RS20135","WP_004295355.1",207,"MULTISPECIES: ParA family protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",5192,5626,"+",66284193,,"INE75_RS20140","WP_005647368.1",144,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",5713,6435,"-",66284194,,"INE75_RS20145","WP_005647366.1",240,"MULTISPECIES: TetR/AcrR family transcriptional regulator"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",6438,7673,"-",66284195,,"INE75_RS20150","WP_005647364.1",411,"MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",7842,8840,"+",66284196,,"INE75_RS20155","WP_004295351.1",332,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",9052,10374,"+",66284197,,"INE75_RS20160","WP_005647361.1",440,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",10384,12063,"+",66284198,,"INE75_RS20165","WP_005647359.1",559,"MULTISPECIES: MAC/perforin domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",12140,12535,"+",66284199,,"INE75_RS20170","WP_004295347.1",131,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",12967,13353,"-",66284200,,"INE75_RS20175","WP_005647356.1",128,"MULTISPECIES: helix-turn-helix domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",13346,15301,"-",66284201,,"INE75_RS20180","WP_005647355.1",651,"MULTISPECIES: type IV secretion system DNA-binding domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",15305,15529,"-",66284202,,"INE75_RS20185","WP_032951381.1",74,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",15705,16148,"-",66284203,,"INE75_RS20190","WP_005647353.1",147,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",16159,16431,"-",66284204,,"INE75_RS20195","WP_032951378.1",90,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",16422,16700,"-",66284205,,"INE75_RS20200","WP_004295340.1",92,"MULTISPECIES: HU family DNA-binding protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",16712,17065,"-",66284206,,"INE75_RS20205","WP_005647349.1",117,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",17062,17898,"-",66284207,,"INE75_RS20210","WP_005647347.1",278,"MULTISPECIES: topoisomerase C-terminal repeat-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",17899,18606,"-",66284208,,"INE75_RS20215","WP_005647345.1",235,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",18587,19090,"-",66284209,,"INE75_RS20220","WP_005647342.1",167,"MULTISPECIES: PH domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",19087,20196,"-",66284210,,"INE75_RS20225","WP_005647340.1",369,"MULTISPECIES: toprim domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",20201,21760,"-",66284211,,"INE75_RS20230","WP_005647338.1",519,"MULTISPECIES: DUF3945 domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",21762,22481,"-",66284212,,"INE75_RS20235","WP_005647336.1",239,"MULTISPECIES: DUF4099 domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",22522,23187,"+",66284213,,"INE75_RS20240","WP_005647334.1",221,"MULTISPECIES: M23 family metallopeptidase"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",23297,24511,"+",66284214,,"INE75_RS20245","WP_005837038.1",404,"MULTISPECIES: IS256 family transposase"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",24635,25501,"-",66284215,,"INE75_RS20250","WP_005647332.1",288,"MULTISPECIES: zeta toxin family protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",25488,25748,"-",66284216,,"INE75_RS20255","WP_005647331.1",86,"MULTISPECIES: hypothetical protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",25770,26249,"-",66284217,,"INE75_RS20260","WP_005647329.1",159,"MULTISPECIES: DUF3990 domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",26246,26695,"-",66284218,,"INE75_RS20265","WP_004295329.1",149,"MULTISPECIES: DUF3791 domain-containing protein"
"plasmid pBuniCL03T12-1","NZ_CP072256.1",27765,28406,"-",66284219,,"INE75_RS20270","WP_005647323.1",213,"MULTISPECIES: OmpA family protein"
